,7300.0,7500.0,7600.0,7700.0,7800.0,7900.0,8000.0,8100.0,8200.0,8300.0,8400.0,8500.0,8600.0,8700.0,8800.0,8900.0,9000.0,9100.0,7200.0,7400.0,9200.0,9300.0,5000.0,5700.0,9400.0,9500.0
2022-06-17,,45.8984375,42.48046875,42.3583984375,40.83251953125,39.61181640625,38.75732421875,37.322998046875,36.31591796875,35.430908203125,34.423828125,34.11865234375,33.0810546875,31.25,31.25,35.15625,39.0625,43.9453125,,,,,,,,
2022-06-24,37.4755859375,35.736083984375,34.881591796875,33.99658203125,32.867431640625,31.982421875,31.0211181640625,30.09033203125,29.144287109375,28.564453125,28.1982421875,27.801513671875,27.77099609375,28.3203125,29.23583984375,31.494140625,34.0576171875,36.376953125,38.57421875,37.2314453125,,,,,,
2022-07-01,36.68212890625,34.48486328125,33.599853515625,32.684326171875,31.79931640625,30.9600830078125,30.181884765625,29.327392578125,28.7322998046875,28.3050537109375,28.2135009765625,28.0914306640625,28.472900390625,29.11376953125,30.364990234375,31.9061279296875,33.966064453125,36.468505859375,37.65869140625,35.552978515625,,,,,,
2022-07-08,36.6973876953125,35.0341796875,34.24072265625,33.5693359375,32.77587890625,32.073974609375,31.5093994140625,31.005859375,30.8685302734375,31.06689453125,31.2957763671875,31.8756103515625,32.77587890625,34.027099609375,35.64453125,37.6129150390625,39.8712158203125,42.3431396484375,37.53662109375,35.888671875,,,,,,
2022-07-15,35.369873046875,33.5540771484375,32.8521728515625,32.012939453125,31.34918212890625,30.670166015625,30.0445556640625,29.51812744140625,29.4647216796875,29.5562744140625,29.82330322265625,30.31158447265625,30.99822998046875,31.982421875,33.1268310546875,34.5306396484375,36.29302978515625,,36.07177734375,34.4696044921875,,,,,,
2022-08-19,32.3638916015625,30.92193603515625,30.21240234375,29.45709228515625,28.7933349609375,28.11431884765625,27.4810791015625,26.93939208984375,26.7486572265625,26.6876220703125,26.61895751953125,26.6876220703125,26.77154541015625,26.9775390625,27.25982666015625,27.64892578125,,,33.1573486328125,31.6009521484375,,,,,,
2022-09-16,31.280517578125,29.97589111328125,29.3121337890625,28.62548828125,28.03802490234375,27.39715576171875,26.760101318359375,26.2298583984375,26.10015869140625,25.9857177734375,25.96282958984375,25.90179443359375,25.94757080078125,25.981903076171875,26.153564453125,26.275634765625,26.51214599609375,26.81732177734375,31.95953369140625,30.6243896484375,27.21405029296875,27.64892578125,,,,
2022-12-16,30.071258544921875,28.96881103515625,28.411865234375,27.866363525390625,27.324676513671875,26.821136474609375,26.309967041015625,26.0467529296875,25.974273681640625,25.96282958984375,25.928497314453125,25.9552001953125,25.966644287109375,26.004791259765625,26.081085205078125,26.19171142578125,26.30615234375,26.477813720703125,30.63201904296875,29.53338623046875,26.660919189453125,26.8707275390625,44.00634765625,39.61944580078125,27.103424072265625,27.431488037109375
2023-03-17,28.446197509765625,27.39715576171875,26.885986328125,26.393890380859375,25.909423828125,25.4364013671875,24.96337890625,24.959564208984375,24.9786376953125,24.95574951171875,24.993896484375,25.03204345703125,25.066375732421875,25.135040283203125,25.20751953125,25.32196044921875,25.409698486328125,25.547027587890625,28.99169921875,27.93121337890625,25.70343017578125,25.882720947265625,,,26.088714599609375,
